oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
795206400026690,0.0
795209200020533,0.0
795211300006652,1.0
795201100034895,1.0
795214400021714,0.0
795203100035497,1.0
795204200027632,0.0
795216100015200,1.0
795203300014076,0.0
795207400037736,0.0
795213200009352,0.0
795204300026593,0.0
795214200027793,0.0
795202100037554,0.0
795205100009913,0.0
795206400000278,0.0
795204200006882,0.0
795201400006389,0.0
795204400013753,0.0
795212100000634,0.0
795209200001759,0.0
795210200007795,0.0
795205200001345,0.0
795209100017537,1.0
795202400038541,0.0
795216300004272,0.0
795209200003484,1.0
795201300009468,1.0
795210200024938,0.0
795206400014008,1.0
