oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
626211300004392,0.0
626210200000164,0.0
626201200015436,1.0
626210200000117,0.0
626210200000051,0.0
626213200023319,0.0
626214300035093,0.0
626210200000120,0.0
626202100005115,0.0
626210200000161,0.0
626201100003899,0.0
626203200000573,0.0
626205200002584,0.0
626208200002891,0.0
626203400003892,0.0
626207400006017,0.0
626203400016615,0.0
626214100000076,0.0
626209300000013,0.0
626202400009348,0.0
626216200007554,0.0
626216100005826,0.0
626206100002685,0.0
626216100002586,0.0
626207200007649,0.0
626216400029924,0.0
626203400019064,0.0
626216200016427,0.0
626215300002641,0.0
626216200002095,0.0
