oid,is_anomaly
797202400023713,0
797204100011779,0
797207100040705,0
797216200004538,0
797201400042287,0
797211400000842,0
797215100001676,0
797204200003726,0
797211100006121,0
797213100007524,0
797208200003494,0
797201400026749,0
797204300016489,0
797205400014771,0
797203400009485,0
797206300005717,0
797211300004335,0
797204100009883,0
797204100002270,0
797201100013071,0
797203300025185,0
797201100008233,0
797205100038421,0
797213100022498,0
797215400004055,0
797213100005074,0
797216200002541,0
797202300002715,0
797210400002896,0
797202200000610,0
