oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
759202400017990,0.0
759205200005137,0.0
759215300012770,0.0
759204300015139,0.0
759207400026910,0.0
759203300022245,0.0
759216200031653,0.0
759215300007374,0.0
759201300012481,0.0
759206100006169,0.0
759209100019398,0.0
759201300005662,0.0
759211400011004,0.0
759215100000561,0.0
759215300001026,0.0
759213300006258,0.0
759216100001099,0.0
759213100005222,0.0
759202200002707,0.0
759210100002022,0.0
759210400005342,0.0
759201400024560,0.0
759206300012419,0.0
759215400017616,0.0
759216100002038,0.0
759214100005181,0.0
759214100026843,0.0
759208400006420,0.0
759204300027471,0.0
759213100000010,0.0
