oid,is_anomaly
795210200031949,0
795213200007617,0
795201100040136,0
795201100003612,0
795215300002054,0
795213100003843,0
795215400011455,0
795202400039662,0
795212100000634,0
795209300015328,0
795212300004025,0
795214200017301,0
795204400013753,0
795209400003474,0
795212200029035,0
795204100003339,0
795205400002096,0
795212100021581,0
795210300013128,0
795213400006413,0
795212200037812,0
795206400026690,0
795203300010666,0
795210200007795,0
795215200005103,0
795203100004365,0
795208200004741,0
795204300040743,0
795209200031730,0
795209300009070,0
