oid,is_anomaly
797201400030278,0
797216400005002,0
797207100010207,0
797204200015565,0
797213200006642,0
797203100004414,0
797202400013457,0
797202400023871,0
797215400017855,0
797204100002699,0
797204100002270,0
797210100002040,0
797211200016677,0
797202200000503,0
797209400007983,0
797206300003884,0
797205400028185,0
797206200009867,0
797205200015843,0
797213100005028,0
797204200007964,0
797204100003783,0
797206400040288,0
797204300013848,0
797213100005074,0
797212300000143,0
797215400003316,0
797210200038013,0
797216300009642,0
797207400004366,0
