oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
718201400028959,0.0
718207200008389,0.0
718210200002264,0.0
718213200000113,1.0
718202400003743,0.0
718215300012878,0.0
718215300012149,0.0
718207300027788,0.0
718215300018008,0.0
718209200028328,0.0
718205100000562,1.0
718206100008971,0.0
718207200008467,0.0
718204300027321,0.0
718215100000377,0.0
718207300017645,0.0
718216200005655,0.0
718211100007481,0.0
718206400002554,0.0
718213100005276,0.0
718215400024502,0.0
718209200037574,0.0
718208200006717,0.0
718205100002444,0.0
718215200006386,1.0
718204300037041,0.0
718211200005533,0.0
718205300001790,1.0
718205300010328,1.0
718208400038146,0.0
