oid,is_anomaly
252206300005395,0
252214200000543,0
252206300006148,0
252205100005283,0
252206400028932,0
252210400003374,0
252203200017849,0
252216100002643,0
252206300003815,0
252209300001402,0
252216400004168,0
252204400003106,0
252215200000554,0
252209100000697,0
252214400006853,0
252202200004374,0
252210400003246,0
252201300002566,0
252202400017760,0
252215200000060,0
252202200004398,0
252203300005335,0
252203300005366,0
252215400003543,0
252215400001401,0
252210100000555,0
252213400000379,0
252216200002097,1
252206100005185,0
252204400001975,0
