oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
718207200008389,0.0
718213200022122,0.0
718213200017634,1.0
718213200000113,1.0
718208200006505,1.0
718204100000377,0.0
718206200000511,0.0
718210300018636,0.0
718206100003189,0.0
718205300010328,1.0
718204300027321,0.0
718215300012878,0.0
718205100000562,1.0
718208300039946,1.0
718206200006319,0.0
718206200006346,0.0
718210200002264,0.0
718211200025973,0.0
718202400003743,0.0
718214200033543,0.0
718207300040306,0.0
718215300000692,0.0
718207300027788,0.0
718211100007481,0.0
718208200007408,0.0
718207300017645,0.0
718214100016375,1.0
718216300000259,0.0
718215300018008,0.0
718213400025690,1.0
