oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
797202200010148,0.0
797206400020785,0.0
797205100019804,1.0
797207100005767,1.0
797202200017696,0.0
797215100001962,0.0
797202200010335,0.0
797214200000406,0.0
797211100018755,1.0
797201400033643,0.0
797208200031989,0.0
797202200017896,0.0
797210300039436,0.0
797202200010326,0.0
797213400018205,0.0
797201400040288,0.0
797204200015565,0.0
797211300004335,0.0
797207100010207,0.0
797216200004538,0.0
797204100003358,0.0
797205400007451,0.0
797202200009024,1.0
797204400013803,0.0
797215100011096,1.0
797203400009485,0.0
797207400018899,1.0
797215100000660,1.0
797206200007618,0.0
797202200018637,1.0
