oid,is_anomaly
718206400006206,0
718215100000377,0
718207300017597,0
718205100002444,0
718211100007481,0
718215200006386,1
718207300040961,0
718214100021864,0
718211200003834,0
718207200008467,0
718214100019721,0
718212200006001,0
718208100005823,0
718215200005800,0
718201400005028,0
718208200003976,0
718202400035226,0
718201400038351,0
718211400004039,0
718202300004484,0
718205300001790,1
718213200022437,0
718215400014718,0
718206200006319,0
718207300017645,0
718211100016197,0
718207300039990,0
718210100003974,0
718213100003548,0
718216400002409,0
