oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
673202400000260,0.0
673213200009703,0.0
673203300023057,0.0
673206300002628,0.0
673206400000318,0.0
673210200017400,0.0
673206400021769,0.0
673205200015700,0.0
673214100008289,0.0
673202400003430,0.0
673214100001678,0.0
673211200003996,0.0
673210300017958,0.0
673215200002250,0.0
673212400005780,0.0
673209200005407,0.0
673204200005201,0.0
673216200004526,0.0
673204100004829,0.0
673214200008609,0.0
673202100013412,0.0
673215100014364,0.0
673215200002028,0.0
673204100023144,0.0
673205300010741,0.0
673203100031175,0.0
673210400004885,0.0
673211300003417,0.0
673214100039393,0.0
673205300002430,0.0
