oid,is_anomaly
759201400033391,0
759212300002758,0
759215400017616,0
759203100009749,0
759207100006327,0
759214100012965,0
759214100026843,0
759202200002707,0
759216100001443,0
759213300006258,0
759206100006169,0
759216100004315,0
759210400005342,0
759204200026745,0
759216200031653,0
759207300015762,0
759210300000734,0
759216100002038,0
759214100005181,0
759215100001605,0
759214400000804,0
759212200035963,0
759216100002722,0
759214100005226,0
759209100019398,0
759213100004339,0
759213100003460,0
759204300038004,0
759212300007249,0
759208300021062,0
