oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
848213100001270,0.0
848213100018058,0.0
848213100001414,0.0
848203100023696,0.0
848213100014583,0.0
848210200026807,1.0
848207300004921,0.0
848202300010602,0.0
848213100008368,0.0
848213100017061,0.0
848201400010631,0.0
848210400015993,1.0
848214100001697,1.0
848209300022779,1.0
848205200004583,0.0
848201300004910,0.0
848216200018097,0.0
848213100011134,0.0
848213100006344,0.0
848208400032579,0.0
848211300004471,0.0
848204200003092,0.0
848213200008471,0.0
848211100007760,0.0
848203200029795,0.0
848208200008352,0.0
848203300036571,0.0
848212300016327,0.0
848208200006072,0.0
848215300009842,0.0
