oid,is_anomaly
468203200005429,0
468215400001001,0
468212200022623,0
468211100005144,0
468205400007234,0
468204200005510,0
468204300003174,0
468207300022083,0
468216200032360,0
468216200017604,0
468216200001188,0
468212300006448,0
468204300006560,0
468206200004308,0
468202200021930,0
468212400007067,0
468207200013102,0
468201200001271,0
468216200003587,0
468216200023074,0
468210400004207,0
468212400004116,0
468208400025773,0
468201400000809,0
468214400001647,0
468203100013968,0
468215300001923,0
468216200000578,0
468211400004648,0
468216100005028,0
