oid,is_anomaly
795210200031949,0
795210200007795,0
795209200031730,0
795205200001345,0
795205100016977,0
795205300002089,0
795203300010666,0
795212300004025,0
795212100000634,0
795215200005103,0
795213100003843,0
795206400026690,0
795215300016197,0
795208100007747,0
795211300003096,0
795204300040743,0
795204100003243,0
795212100021581,0
795212200037812,0
795209300015328,0
795204300041638,0
795201100003612,0
795211200003867,0
795216400017036,0
795214300033144,0
795203300000651,0
795213400006413,0
795204200000943,0
795202400016510,0
795203300003542,0
