oid,is_anomaly
401207100023410,0
401210100006303,0
401208100021522,0
401213100001592,0
401202400013244,0
401212200000090,0
401204400001435,0
401202200003642,0
401210300005502,0
401209300004993,0
401213400007162,0
401209400005925,1
401204200018774,0
401206200042064,0
401215300026815,0
401205400005364,0
401203200001406,0
401211200005644,0
401214200002905,0
401214100020457,0
401212300002430,0
401208100021321,0
401208400006614,0
401215200003893,0
401214100006497,0
401215400006980,0
401211200000028,0
401206200005020,0
401208300020781,0
401202200003741,0
