oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
797201400012293,0.0
797203400009485,0.0
797214300003639,0.0
797202200010148,0.0
797204100006606,0.0
797206200040818,0.0
797213400018205,0.0
797202200017746,0.0
797202200000381,0.0
797215300004630,0.0
797202300015913,0.0
797213200006642,0.0
797213100017046,0.0
797207100010207,0.0
797202200000503,0.0
797201400030278,0.0
797216400005002,0.0
797204200007964,0.0
797213100005074,0.0
797204100002699,0.0
797216300009642,0.0
797211200016677,0.0
797210100002040,0.0
797202100040735,0.0
797202400013457,0.0
797205400030559,0.0
797213100007524,0.0
797201200008062,0.0
797206400003137,0.0
797215400017855,0.0
