oid,is_anomaly
352205100036362,1.0
601205400007655,1.0
575210100009871,1.0
445209200021817,1.0
757212200007123,1.0
794205300031075,1.0
584207100029112,1.0
286214400022031,1.0
480211100000774,1.0
584210100012861,1.0
468202200021930,0.0
468208400021194,0.0
468216200017604,0.0
468208100012360,0.0
468216200032134,0.0
468202200012034,0.0
468201200024440,0.0
468212400018452,0.0
468201400016696,0.0
468216300002855,0.0
468207300022083,0.0
468216300005704,0.0
468214400001647,0.0
468202100001286,0.0
468207200013102,0.0
468216200023074,0.0
468211400004648,0.0
468201400000809,0.0
468215300005803,0.0
468216100017497,0.0
468205400007234,0.0
468204300006560,0.0
468216300000664,0.0
468210400000142,0.0
468216200005923,0.0
468215400022160,0.0
468210200007051,0.0
468203200005429,0.0
468204200005510,0.0
468216200023512,0.0
