oid,is_anomaly
401208100037511,0
401213100001592,0
401205400005364,0
401206300000746,0
401202400013244,0
401207100023410,0
401213400006428,0
401212200000090,0
401214400006434,0
401209400004187,0
401208200029004,0
401215300007260,0
401208100021321,0
401205400004491,0
401207400020121,0
401214100002118,0
401211200000028,0
401204200005480,0
401204100003554,0
401205200002951,0
401209300004993,0
401216400006435,0
401208100021122,0
401206200042064,0
401211200006804,0
401211100003765,0
401208400006614,0
401202200044200,0
401201200037583,1
401209400004219,0
